"names"	"logFC"	"AveExpr"	"t"	"P.Value"	"adj.P.Val"	"B"	"dir"
"IRS2"	-2.98643432233042	5.12274314326635	-13.1793983562309	1.33933484791828e-34	3.56133376041436e-33	67.4004656878211	"down"
"PPARA"	-1.85871348724289	4.10674361461854	-12.8087913021447	5.37473041034492e-33	1.28337417273102e-31	63.8586274725631	"down"
"EPAS1"	-1.87553046613773	7.45924580249613	-12.114895692999	4.64301350980867e-30	9.06791813390086e-29	56.9730302424458	"down"
"BCL2L2"	-1.21886061118747	5.81436253612507	-11.9699935214077	1.85595886654243e-29	3.46874825331928e-28	55.6116455847898	"down"
"MEOX2"	-3.67172361633251	1.86175677412478	-10.9821194300438	1.80808502595771e-25	2.51144417175585e-24	47.0394989177242	"down"
"ZNF219"	-1.47392335818785	4.65141738870848	-10.9999772087687	1.53802212350151e-25	2.15731020643203e-24	46.6788833876157	"down"
"MYC"	-2.31937062457991	6.54008618465884	-10.926894731201	2.9787634053037e-25	4.08585616372061e-24	45.9674863382378	"down"
"NLRP1"	-1.43553714039011	3.9251070519169	-10.6443714638038	3.73677821278324e-24	4.68047860529226e-23	43.6759737814412	"down"
"NR4A1"	-2.72429819771378	5.67299102972469	-10.6644238202162	3.12703871452975e-24	3.94792093764547e-23	43.6526622709141	"down"
"BCL2"	-2.11135110329596	6.10896261456405	-9.76433074028072	7.47154647991468e-21	7.09821771035939e-20	35.9721985149136	"down"
"YAP1"	-1.14516218466462	6.73040502689699	-8.87794823831772	9.98395407587144e-18	7.3212482207364e-17	28.7973349465584	"down"
"MYCBP2"	-1.07068288326393	6.61771226847062	-8.8446312878098	1.29618044588922e-17	9.39500537403666e-17	28.5389291670326	"down"
"PRKCA"	-1.47303044859644	3.04724228649372	-8.77061870949708	2.30883151819887e-17	1.64559796104073e-16	28.2844587313914	"down"
"BOK"	-1.47349573869913	5.81307048164745	-8.61517119482283	7.67337050041301e-17	5.20513336700225e-16	26.8270161985276	"down"
"ITPR1"	-1.45848949046149	6.26803827753237	-6.62210460311519	8.54914322654255e-11	3.25008562651228e-10	13.1453166331535	"down"
"CEBPA"	-1.38153848362238	4.60883977404183	-5.94939699981838	4.83471516761233e-09	1.54405944706635e-08	9.27983061230322	"down"
"RTN1"	-1.91657474916646	3.55347859224798	-5.7491912913818	1.49947179157168e-08	4.51707968604472e-08	8.46863630258662	"down"
"CLU"	-1.43765189605136	8.94508619071634	-4.79615939736689	2.09364867480526e-06	4.99752748705188e-06	3.32135053605727	"down"
"MAPK10"	-1.03974796695718	2.68484716971123	-2.4806019712195	0.0134188487353141	0.0200049844530747	-4.18781339766196	"down"
