"names"	"logFC"	"AveExpr"	"t"	"P.Value"	"adj.P.Val"	"B"	"dir"
"PYCARD"	1.24200175060632	5.0253812376197	6.37661035595225	3.88343673991397e-10	9.99848417043484e-10	11.5779769789727	"up"
"ECM1"	1.58172405051194	5.83621557104511	5.9174409782266	5.80454480534599e-09	1.37155544060128e-08	8.80795696674276	"up"
"BCL2A1"	1.15269454133695	1.11949255825553	3.93572891120839	9.3757215537094e-05	0.000157575244898089	0.458409900683221	"up"
"BNIPL"	1.01396250245261	4.22946424175695	3.33699932414927	0.00090502988443819	0.00138213066522919	-2.33769304149023	"up"
"SERPINB7"	1.27140551133571	-2.73213113212974	2.93349024506462	0.00349374817742396	0.00502642118140421	-2.4753891314265	"up"
"NMT2"	-2.0693498163807	3.99566468552314	-19.4265354115781	3.53550801137839e-64	1.68278396314907e-62	135.218496376472	"down"
"STARD9"	-2.43724675324332	3.17630990007239	-19.1207124448843	1.17663969491598e-62	5.28340824015891e-61	131.822362390494	"down"
"EPAS1"	-2.19009346620845	7.45924580249613	-17.5360523300377	7.49376974738648e-55	2.39918247136618e-53	113.66861835825	"down"
"BNIP2"	-1.03441643965641	5.90479985105976	-17.363756408633	5.16537444359375e-54	1.60689284706046e-52	111.740490998736	"down"
"PPARA"	-1.8695073503267	4.10674361461854	-16.2111775008747	1.80976300911994e-48	4.44778072413487e-47	99.1617775856689	"down"
"CFLAR"	-1.27568293038408	6.65660967959661	-15.5021498724753	4.0235277455878e-45	8.35057451733258e-44	91.3109813845904	"down"
"NLRP1"	-1.6558552030824	3.9251070519169	-15.3551893574114	1.95622525102358e-44	3.89038166564982e-43	89.9367696693524	"down"
"YAP1"	-1.55126575330631	6.73040502689699	-14.9287155780397	1.86199409336574e-42	3.35276338703271e-41	85.195787860419	"down"
"PRKCA"	-1.94321912964564	3.04724228649372	-14.5550140556022	9.65855997749813e-41	1.58522503354823e-39	81.5323133129429	"down"
"NR4A1"	-2.83007612091192	5.67299102972469	-13.8374509154343	1.67585698226969e-37	2.33004497077204e-36	73.8491860960828	"down"
"MEOX2"	-3.51957325793961	1.86175677412478	-13.2097589626341	9.87419810077714e-35	1.18085154674202e-33	68.0728313362585	"down"
"MYCBP2"	-1.15687969130335	6.61771226847062	-11.8661415557261	4.98110687549313e-29	4.36083538167789e-28	54.4200271044668	"down"
"RRAS"	-1.39081926404004	5.59885714364303	-11.7419467896032	1.61156716655876e-28	1.37055196970176e-27	53.316925521097	"down"
"ZNF219"	-1.21309379629091	4.65141738870848	-11.4182986460542	3.32133967677595e-27	2.62599165252956e-26	50.2951473653567	"down"
"BOK"	-1.54709985071933	5.81307048164745	-11.2407413712774	1.70966842169141e-26	1.29165901552019e-25	48.6625505033177	"down"
"PRKAA1"	-1.12705862561429	5.76720321072471	-11.0187677883414	1.29706051324858e-25	9.35390255993758e-25	46.6149453941849	"down"
"IRS2"	-1.91527486605736	5.12274314326635	-10.8845550830102	4.36319102731862e-25	3.05551763997462e-24	45.4251086709886	"down"
"MYC"	-1.7361798497637	6.54008618465884	-10.1815354477757	2.14757017927931e-22	1.26558623978247e-21	39.2537118712083	"down"
"LGALS3"	-1.46091301568909	7.19777534776684	-9.66668215828458	1.68999199316225e-20	8.8555580441702e-20	34.9252989314088	"down"
"MAP3K5"	-1.26374851508789	4.32587795221766	-9.59168803702676	3.15109721240178e-20	1.62409369709284e-19	34.5168484837971	"down"
"CEBPA"	-1.78119003623988	4.60883977404183	-9.53218436883088	5.15366395763459e-20	2.62069685367038e-19	33.9586225836877	"down"
"MAPK11"	-1.11436742914769	3.86538062808222	-9.00290701144987	3.7272683905348e-18	1.65954678354994e-17	29.892042181809	"down"
"TLE1"	-1.20247923713947	5.17885332567521	-8.04260901220649	5.57541973263498e-15	2.01956921264066e-14	22.4430553490376	"down"
"HRK"	-2.04967129400595	-0.839616726384187	-6.76105119534951	3.55640221529448e-11	9.87397768465678e-11	14.6978983138517	"down"
"ITPR1"	-1.17987880544169	6.26803827753237	-6.63605811939645	7.83355201331002e-11	2.12168606217856e-10	13.0390003488525	"down"
"MAPK10"	-1.80875231920938	2.68484716971123	-5.29140723703529	1.76579151071333e-07	3.72158479431376e-07	6.19886964045424	"down"
"CLU"	-1.15025688696448	8.94508619071634	-4.75725775024135	2.52044992691211e-06	4.84968393833418e-06	2.94594109619445	"down"
